ENERGY STAR Unique ID,Brand Name,Model Number,Commercial Versus Residential,Indoor and Outdoor,Technology,Fixture Type,Total Light Output (lumens),Total Input Power (Watts),Energy Efficiency - Measured at the Source (lumens/Watt),Energy Efficiency - Measured Outside the Fixture (lumens/Watt),Appearance/Correlated Color Temperature (K),Color Quality (CRI),Light Source Life (hrs),Light Sources Per Fixture,Special Features,Date Available On Market,Date Certified,Markets
2171289,Canarm,ICHAN XXX M 05513,Residential,Indoor,Fluorescent,Chandelier,4500,65,71,N/A,2700,82,10000,5,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171244,Canarm,ICHAN XXX M 05523,Residential,Indoor,Fluorescent,Chandelier,8000,115,72.3,N/A,2700,82,10000,5,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171292,Canarm,ICHAN XXX M 06613,Residential,Indoor,Fluorescent,Chandelier,5400,78,71,N/A,2700,82,10000,6,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171221,Canarm,ICHAN XXX M 06623,Residential,Indoor,Fluorescent,Chandelier,9600,138,72.3,N/A,2700,82,10000,6,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171294,Canarm,ICHAN XXX M 07713,Residential,Indoor,Fluorescent,Chandelier,6300,91,71,N/A,2700,82,10000,7,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171223,Canarm,ICHAN XXX M 07723,Residential,Indoor,Fluorescent,Chandelier,11200,161,72.3,N/A,2700,82,10000,7,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171295,Canarm,ICHAN XXX M 08813,Residential,Indoor,Fluorescent,Chandelier,7200,104,71,N/A,2700,82,10000,8,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171224,Canarm,ICHAN XXX M 08823,Residential,Indoor,Fluorescent,Chandelier,12800,184,72.3,N/A,2700,82,10000,8,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171296,Canarm,ICHAN XXX M 09913,Residential,Indoor,Fluorescent,Chandelier,8100,117,71,N/A,2700,82,10000,9,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171225,Canarm,ICHAN XXX M 09923,Residential,Indoor,Fluorescent,Chandelier,14400,207,72.3,N/A,2700,82,10000,9,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171282,Canarm,ICHAN XXX M XX 313,Residential,Indoor,Fluorescent,Chandelier,2700,39,71,N/A,2700,82,10000,3,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171240,Canarm,ICHAN XXX M XX 323,Residential,Indoor,Fluorescent,Chandelier,4800,69,72.3,N/A,2700,82,10000,3,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171270,Canarm,IFM XXX M YY 113,Residential,Indoor,Fluorescent,Ceiling Mount,900,13,71,N/A,2700,82,10000,1,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171298,Canarm,IFL YYY A XX113,Residential,Indoor,Fluorescent,Floor Lamp,900,13,71,N/A,2700,82,10000,1,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171227,Canarm,IFL YYY A XX123,Residential,Indoor,Fluorescent,Floor Lamp,1600,23,72.3,N/A,2700,82,10000,1,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171300,Canarm,IFL YYY A XX213,Residential,Indoor,Fluorescent,Floor Lamp,1800,26,71,N/A,2700,82,10000,2,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171229,Canarm,IFL YYY A XX223,Residential,Indoor,Fluorescent,Floor Lamp,3200,46,72.3,N/A,2700,82,10000,2,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171301,Canarm,IFL YYY A XX2313,Residential,Indoor,Fluorescent,Floor Lamp,2500,36,71,N/A,2700,82,10000,2,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171288,Canarm,IT YYY U 5513,Residential,Indoor,Fluorescent,Ceiling Mount,4500,65,71,N/A,2700,82,10000,5,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171291,Canarm,IT YYY U 6613,Residential,Indoor,Fluorescent,Ceiling Mount,5400,78,71,N/A,2700,82,10000,6,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171297,Canarm,ITL YYY A XX113,Residential,Indoor,Fluorescent,Residential Portable Desk Task Light,900,13,71,N/A,2700,82,10000,1,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171226,Canarm,ITL YYY A XX123,Residential,Indoor,Fluorescent,Table Lamps,1600,23,72.3,N/A,2700,82,10000,1,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171299,Canarm,ITL YYY A XX213,Residential,Indoor,Fluorescent,Table Lamps,1800,26,71,N/A,2700,82,10000,2,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171228,Canarm,ITL YYY A XX223,Residential,Indoor,Fluorescent,Table Lamps,3200,46,72.3,N/A,2700,82,10000,2,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171285,Canarm,ICW YYY U 4413,Residential,Indoor,Fluorescent,Ceiling Mount,3600,52,71,N/A,2700,82,10000,4,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2209332,Focal Point ID LED,FL4D-xxLED-Lyy-LD1-v,Residential and Commercial,Indoor,LED,Downlight Recessed,754,16.4,N/A,46,3000,80,35750,1,Continuous Dimming- Type Non-IC,06/01/2010,04/23/2014,United States and Canada
2250205,Nora Lighting,NMRT-11L2027BW/NMRG-,N/A,Indoor,LED,Downlight Recessed,1655,24.7,N/A,67.1,2700,94,42000,N/A,#NAME?,08/08/2015,10/06/2015,United States and Canada
2171134,Globe,1099401,Residential,Indoor,Fluorescent,Porch (wall mounted),1600,23,72.8,N/A,2700,81,10000,1,Non-Dimmable,05/15/2012,05/18/2012,United States and Canada
2166333,Sunpark,1015CL-122-XX,Residential,Indoor,Fluorescent,Decorative Pendant,1540,22,78,N/A,3000,84,10000,1,Non-Dimmable,11/25/2012,11/15/2012,United States
2207656,Sunpark,1015CL-122-XX,Residential,Indoor,Fluorescent,Decorative Pendant,1540,22,78,N/A,3000,84,10000,1,Non-Dimmable,11/25/2012,11/15/2012,United States
2170079,Sunpark,1010PG-213-XX,Residential,Indoor,Fluorescent,Ceiling Mount,931,26,69.4,N/A,2700,82,10000,2,Non-Dimmable,07/10/2012,07/03/2012,United States
2170073,Sunpark,1009PG-218-XX,Residential,Indoor,Fluorescent,Ceiling Mount,1345,18,74.7,N/A,2700,82,10000,2,Non-Dimmable,07/10/2012,07/05/2012,United States
2166321,Sunpark,100WR,Residential,Indoor,Fluorescent,Ceiling Mount,4450,64,82.5,N/A,4000,83,10000,2,Non-Dimmable,11/25/2012,11/08/2012,United States
2166320,Sunpark,1009-2232,Residential,Indoor,Fluorescent,Decorative Pendant,3150,54,66.6,N/A,3000,84,10000,2,Non-Dimmable,11/25/2012,11/15/2012,United States
2170078,Sunpark,3-0102PG-118,Residential,Indoor,Fluorescent,Wall Sconces,1345,18,74.7,N/A,2700,82,10000,1,Non-Dimmable,07/10/2012,07/05/2012,United States
2170070,Sunpark,3-0615PG-226,Residential,Indoor,Fluorescent,Bath Vanity,1650,52,76.6,N/A,2700,81,10000,2,Non-Dimmable,07/10/2012,07/05/2012,United States
2166334,Sunpark,624ST-217,Residential,Indoor,Fluorescent,Ceiling Mount,2050,34,71.6,N/A,4000,85,10000,2,Non-Dimmable,11/25/2012,11/15/2012,United States
2170081,Sunpark,4475-113-XX,Residential,Indoor,Fluorescent,Bath Vanity,931,13,69.4,N/A,2700,82,10000,1,Non-Dimmable,07/10/2012,07/03/2012,United States
2170082,Sunpark,4475-213-XX,Residential,Indoor,Fluorescent,Bath Vanity,931,26,69.4,N/A,2700,82,10000,2,Non-Dimmable,07/10/2012,07/03/2012,United States
2170083,Sunpark,4475-313-XX,Residential,Indoor,Fluorescent,Bath Vanity,931,39,69.4,N/A,2700,82,10000,3,Non-Dimmable,07/10/2012,07/03/2012,United States
2170084,Sunpark,4475-413-XX,Residential,Indoor,Fluorescent,Bath Vanity,931,52,69.4,N/A,2700,82,10000,4,Non-Dimmable,07/10/2012,07/03/2012,United States
2166323,Sunpark,900SLG,Residential,Indoor,Fluorescent,Other,4450,64,82.5,N/A,4000,83,10000,2,Non-Dimmable,11/25/2012,11/08/2012,United States
2166325,Sunpark,300WR,Residential,Indoor,Fluorescent,Ceiling Mount,2735,128,68.7,N/A,4000,83,10000,4,Non-Dimmable,11/25/2012,11/08/2012,United States
2172498,Sunpark,3-4082PG-XX (XX stan,Residential,Outdoor,Fluorescent,Porch (wall mounted),1215,18,74.7,N/A,N/A,N/A,10000,1,Non-Dimmable,07/10/2012,07/05/2012,United States
2166326,Sunpark,DC032-XX,Residential,Indoor,Fluorescent,Ceiling Mount,4320,64,74.7,N/A,3000,84,10000,2,Non-Dimmable,11/25/2012,11/08/2012,United States
2166332,Sunpark,DC010-122-XX,Residential,Indoor,Fluorescent,Ceiling Mount,1540,22,78,N/A,3000,84,10000,1,Non-Dimmable,11/25/2012,11/15/2012,United States
2170068,Sunpark,1011PG-126-XX,Residential,Indoor,Fluorescent,Ceiling Mount,1650,26,76.6,N/A,2700,81,10000,1,Non-Dimmable,07/10/2012,07/05/2012,United States
2166331,Sunpark,DC014-132-PD-XX,Residential,Indoor,Fluorescent,Decorative Pendant,2500,32,80.6,N/A,3000,84,10000,1,Non-Dimmable,11/25/2012,11/15/2012,United States
2166330,Sunpark,DC014-132-XX,Residential,Indoor,Fluorescent,Ceiling Mount,2500,32,80.6,N/A,3000,84,10000,1,Non-Dimmable,11/25/2012,11/15/2012,United States
2170076,Sunpark,DC018PG-318-PD-XX,Residential,Indoor,Fluorescent,Chandelier,1345,54,74.7,N/A,2700,82,10000,3,Non-Dimmable,07/10/2012,07/05/2012,United States
2166319,Sunpark,DC018-2232-XX,Residential,Indoor,Fluorescent,Ceiling Mount,3150,54,66.6,N/A,3000,84,10000,2,Non-Dimmable,11/25/2012,11/15/2012,United States
2166329,Sunpark,FL1224-XX,Residential,Indoor,Fluorescent,Ceiling Mount,3200,51,67.1,N/A,4000,85,10000,3,Non-Dimmable,11/25/2012,11/08/2012,United States
2166327,Sunpark,FL1248-XX,Residential,Indoor,Fluorescent,Ceiling Mount,6806,96,76.6,N/A,4000,83,10000,3,Non-Dimmable,11/25/2012,11/08/2012,United States
2166322,Sunpark,FL2106-XX,Residential,Indoor,Fluorescent,Bath Vanity,2735,64,82.5,N/A,4000,83,10000,2,Non-Dimmable,11/25/2012,11/08/2012,United States
2166335,Sunpark,3-0515-217,Residential,Indoor,Fluorescent,Bath Vanity,2050,34,71.6,N/A,4000,85,10000,2,Non-Dimmable,11/25/2012,11/15/2012,United States
2170074,Sunpark,C163-218-XX,Residential,Indoor,Fluorescent,Ceiling Mount,1345,54,74.7,N/A,2700,82,10000,2,Non-Dimmable,07/10/2012,07/05/2012,United States
2170080,Sunpark,MDF025PG-213,Residential,Indoor,Fluorescent,Wall Sconces,931,26,69.4,N/A,2700,82,10000,2,Non-Dimmable,07/10/2012,07/03/2012,United States
2170077,Sunpark,P035-1-XX,Residential,Indoor,Fluorescent,Chandelier,1345,18,74.7,N/A,2700,82,10000,1,Non-Dimmable,07/10/2012,07/05/2012,United States
2170088,djllighting,RL-WA4A,Residential,Indoor,Fluorescent,Linear Strip,4065,128,79.6,N/A,3000,85,10000,4,Non-Dimmable,07/10/2012,07/02/2012,United States
2170092,djllighting,RL-V003C2,Residential,Indoor,Fluorescent,Ceiling Mount,4360,61.4,71,N/A,4000,83,10000,2,Non-Dimmable,07/10/2012,07/03/2012,United States
2162868,djllighting,UD8-120A,Residential,Indoor,Fluorescent,Under Cabinet,270,8,N/A,36.6,4000,85,10000,N/A,Non-Dimmable,07/10/2012,07/02/2012,United States
2162874,djllighting,UC-18B,Residential and Commercial,Indoor,Fluorescent,Under Cabinet,445,11,N/A,35.9,4000,85,10000,N/A,Non-Dimmable,06/30/2012,06/13/2012,United States
2162867,djllighting,UD13-120A,Residential,Indoor,Fluorescent,Under Cabinet,355,13,N/A,31.6,4000,85,10000,N/A,Non-Dimmable,07/10/2012,07/03/2012,United States
2162866,djllighting,UD16-120A,Residential,Indoor,Fluorescent,Under Cabinet,500,16,N/A,33.4,4000,85,10000,N/A,Non-Dimmable,07/10/2012,07/03/2012,United States
2162865,djllighting,UD21-120A,Residential,Indoor,Fluorescent,Under Cabinet,570,21,N/A,30.8,4000,85,10000,N/A,Non-Dimmable,07/10/2012,07/03/2012,United States
2162872,djllighting,UC-34B,Residential and Commercial,Indoor,Fluorescent,Under Cabinet,830,21,N/A,35.9,4000,81,10000,N/A,Non-Dimmable,06/30/2012,06/13/2012,United States
2162875,djllighting,UC-42S (UEB42),Residential,Indoor,Fluorescent,Under Cabinet,1200,26,N/A,49.7,4000,85,10000,N/A,Non-Dimmable,06/30/2012,06/13/2012,United States
2162871,djllighting,UC-46B,Residential and Commercial,Indoor,Fluorescent,Under Cabinet,1030,28,N/A,38.8,4000,80,10000,N/A,Non-Dimmable,06/30/2012,06/13/2012,United States
2215693,Canarm,EFW5482V-B,Residential,Indoor,Fluorescent,Wall Sconces,3900,56,80,N/A,4000,82,10000,2,Non-Dimmable,06/05/2014,06/26/2014,Canada
2215690,Canarm,EFW5482V-B,Residential,Indoor,Fluorescent,Ceiling Mount,3900,56,80,N/A,4000,82,10000,2,Non-Dimmable,06/05/2014,06/26/2014,United States
2214909,Canarm,EFW5481V-B,Residential,Indoor,Fluorescent,Bath Vanity,1900,28,76.5,N/A,4000,82,10000,1,Non-Dimmable,06/05/2014,06/11/2014,Canada
2215692,Canarm,EFW5482V-B,Residential,Indoor,Fluorescent,Linear Strip,3900,56,80,N/A,4000,82,10000,2,Non-Dimmable,06/05/2014,06/26/2014,Canada
2215691,Canarm,EFW5482V-B,Residential,Indoor,Fluorescent,Decorative Pendant,3900,56,80,N/A,4000,82,10000,2,Non-Dimmable,06/05/2014,06/26/2014,Canada
2215689,Canarm,EFW5482V-B,Residential,Indoor,Fluorescent,Bath Vanity,3900,56,80,N/A,4000,82,10000,2,Non-Dimmable,06/05/2014,06/26/2014,Canada
2170985,Canarm,EFV824217,Residential,Indoor,Fluorescent,Ceiling Mount,2240,34,73.4,N/A,3500,84,10000,2,Non-Dimmable,04/01/2012,04/09/2012,United States and Canada
2170986,Canarm,EFP824117-D,Residential,Indoor,Fluorescent,Ceiling Mount,1160,17,74,N/A,3500,84,10000,1,Non-Dimmable,04/01/2012,04/02/2012,Canada
2171142,Canarm,EFV836125,Residential,Indoor,Fluorescent,Ceiling Mount,1915,25,82.2,N/A,3500,84,10000,1,Non-Dimmable,04/01/2012,04/18/2012,Canada
2171141,Canarm,EFW836225,Residential,Indoor,Fluorescent,Ceiling Mount,3690,50,81.9,N/A,3500,84,10000,2,Non-Dimmable,04/01/2012,04/18/2012,United States and Canada
2171138,Canarm,EFW848232V,Residential,Indoor,Fluorescent,Ceiling Mount,4890,64,91.9,N/A,3500,84,10000,2,Non-Dimmable,04/01/2012,04/18/2012,United States and Canada
2171139,Canarm,EFW848432,Residential,Indoor,Fluorescent,Ceiling Mount,9780,128,91.9,N/A,3500,84,10000,4,Non-Dimmable,04/01/2012,04/18/2012,United States and Canada
2171140,Canarm,EFP848132-D,Residential,Indoor,Fluorescent,Ceiling Mount,2080,32,94.8,N/A,3500,84,10000,1,Non-Dimmable,04/01/2012,04/18/2012,Canada
2171137,Canarm,FLTS145-ESFL,Residential,Indoor,Fluorescent,Ceiling Mount,3010,54,70.7,N/A,4000,85,10000,2,Non-Dimmable,04/01/2012,04/06/2012,Canada
2174193,Canarm,FLED210-ESFL,Residential,Indoor,Fluorescent,Ceiling Mount,3385,72,76.5,N/A,4000,84,10000,2,Non-Dimmable,04/01/2012,04/06/2012,Canada
2174194,Canarm,FC9171EU,Residential,Indoor,Fluorescent,Ceiling Mount,1695,32,76.2,N/A,4000,84,10000,1,Non-Dimmable,04/01/2012,04/06/2012,Canada
2174195,Canarm,FLED130-ESFL,Residential,Indoor,Fluorescent,Ceiling Mount,1170,22,68.3,N/A,4000,85,10000,1,Non-Dimmable,04/01/2012,04/06/2012,Canada
2171279,Canarm,IFM XXX M YY 313,Residential,Indoor,Fluorescent,Ceiling Mount,2700,39,71,N/A,2700,82,10000,3,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2171274,Canarm,IFM XXX M YY 213,Residential,Indoor,Fluorescent,Ceiling Mount,1800,26,71,N/A,2700,82,10000,2,Non-Dimmable,04/01/2012,03/15/2012,United States and Canada
2233644,L-TECH CORP,VF4ICA-118E-NPF,Residential,Indoor,Fluorescent,Downlight Recessed,800,18,N/A,44.3,4000,83,10000,1,Non-Dimmable,04/22/2015,02/13/2015,United States and Canada
2233643,L-TECH CORP,VF4ICA-118GU,Residential,Indoor,Fluorescent,Downlight Recessed,756,18,N/A,42.5,2700,83,10000,1,Non-Dimmable,04/22/2015,02/13/2015,United States and Canada
2233640,L-TECH CORP,VF4ICA-126E-NPF,Residential,Indoor,Fluorescent,Downlight Recessed,1100,26,N/A,44.6,4000,83,10000,1,Non-Dimmable,04/22/2015,02/13/2015,United States and Canada
2214903,NICOR,10359EB,Residential,Indoor,Fluorescent,Ceiling Mount,4465,64,82.5,N/A,4000,83,10000,2,Non-Dimmable,06/20/2014,06/18/2014,United States
2214902,NICOR,10373EB,Residential,Indoor,Fluorescent,Ceiling Mount,7475,128,68.7,N/A,4000,83,10000,4,Non-Dimmable,06/20/2014,06/18/2014,United States
2214907,NICOR,10369EB,Residential,Indoor,Fluorescent,Ceiling Mount,2040,34,67.7,N/A,4000,85,10000,2,Non-Dimmable,06/20/2014,06/16/2014,United States
2183597,RP,4102xx-ES,Residential,Indoor,Fluorescent,Ceiling Mount,7475,128,68.7,N/A,4000,83,10000,4,Non-Dimmable,05/15/2013,06/07/2013,United States
2183598,RP,4101xx-ES,Residential,Indoor,Fluorescent,Ceiling Mount,4465,64,82.5,N/A,4000,83,10000,2,Non-Dimmable,05/15/2013,06/07/2013,United States
2170089,djllighting,PL-PF2A,Residential,Indoor,Fluorescent,Linear Strip,4065,64,79.6,N/A,3000,85,10000,2,Non-Dimmable,07/10/2012,07/02/2012,United States
2251462,NaturaLED,LED7FMC-70L830,N/A,Indoor,LED,Inseparable SSL - Other,700,10,N/A,70.9,3000,83,50000,N/A,N/A,10/21/2015,10/22/2015,United States and Canada
2250260,NexEco,FNE36GUGW,Residential,Indoor,Fluorescent,Ceiling Mount,2400,38,72.2,N/A,2700,82,10000,2,N/A,10/01/2015,10/12/2015,United States
2223003,Lithonia Lighting,FMBANL 11 14830 XXX,Residential,Indoor,LED,Ceiling Mount,900,20,88.8,N/A,3000,83,36000,1,Continuous Dimming,10/01/2014,10/20/2014,United States and Canada
2223004,Lithonia Lighting,FMBANL 11 14840 XXX,Residential,Indoor,LED,Ceiling Mount,1000,20,96.3,N/A,4000,86,36000,1,Continuous Dimming,10/01/2014,10/20/2014,United States and Canada
2217691,Tamlite,FUSLEDH1203WH,Residential,Indoor,LED,Under Cabinet,152,2.9,N/A,52.3,3000,84,36000,1,Continuous Dimming,07/01/2014,08/20/2014,United States and Canada
2217692,Tamlite,FUSLEDH1805WH,Residential,Indoor,LED,Under Cabinet,299,5.1,N/A,58.5,3000,85,36000,1,Continuous Dimming,07/01/2014,08/20/2014,United States and Canada
2213550,Tamlite,FUSLEDH2408WH,Residential,Indoor,LED,Under Cabinet,471,7.5,N/A,62.9,3000,85,36000,1,Continuous Dimming,07/01/2014,06/23/2014,United States and Canada
2217693,Tamlite,FUSLEDH3010WH,Residential,Indoor,LED,Under Cabinet,622,9.7,N/A,63.9,3000,85,36000,1,Continuous Dimming,07/01/2014,08/20/2014,United States and Canada
2218994,Inter-Global,FXXXX-L1700X-XXX,Residential,Indoor and Outdoor,LED,Ceiling Mount,1800,23,80.9,N/A,3000,84,60000,1,Non-Dimmable,02/17/2014,09/09/2014,United States
2218995,Inter-Global,FXXXX-L1800X-XXX,Residential,Outdoor,LED,Ceiling Mount,1463,20,71.5,N/A,N/A,N/A,70000,1,Non-Dimmable,02/17/2014,09/09/2014,United States
2245211,Inter-Global,FXXXX-LE1800R9-XXXX,Residential,Indoor and Outdoor,LED,Ceiling Mount,1471,18,80.1,N/A,3000,92,36000,1,Non-Dimmable,06/04/2015,08/05/2015,United States
2166020,EcoLight,GU0209CL-BA-I,Residential,Indoor,LED,Under Cabinet,138,4,N/A,37,3000,83,36000,N/A,Continuous Dimming,02/06/2012,01/07/2013,United States and Canada
2166027,Utilitech,GU0622CL-BA-I,Residential,Indoor,LED,Under Cabinet,424,9.2,N/A,46,3000,83,36000,N/A,Continuous Dimming,02/06/2012,01/07/2013,United States and Canada
2166029,EcoLight,GU0830CL-BA-I,Residential,Indoor,LED,Under Cabinet,536,12,N/A,45,3000,83,36000,N/A,Continuous Dimming,02/06/2012,01/07/2013,United States and Canada
2194185,Good Earth Lighting,G1324-T5-PWES-I,Residential,Indoor,Fluorescent,Bath Vanity,2298,30.1,76.3,N/A,3500,85,10000,2,Non-Dimmable,01/30/2011,11/12/2013,United States and Canada
2202325,Good Earth Lighting,G1336-T5-PWES-I,Residential,Indoor,Fluorescent,Bath Vanity,4270,51.3,83.3,N/A,3500,85,10000,2,Non-Dimmable,01/30/2011,01/22/2014,United States and Canada
2194386,Good Earth Lighting,G1348-T5-PWES-I,Residential,Indoor,Fluorescent,Bath Vanity,4860,56,77.3,N/A,3500,85,10000,2,Non-Dimmable,01/30/2011,11/14/2013,United States and Canada
2168039,Good Earth Lighting,GL1433-NK-I,Residential,Indoor,Fluorescent,Bath Vanity,2700,39,70,N/A,3000,84,10000,3,Non-Dimmable,05/27/2011,01/11/2013,United States and Canada
2233239,Radionic Hi-Tech,G 22-XX-XX,Residential,Indoor,LED,Under Cabinet,682,10.5,N/A,64.8,4000,89,36000,N/A,Non-Dimmable,02/15/2015,02/17/2015,United States and Canada
2168038,Good Earth Lighting,G4617-BZ-I,Residential,Indoor,Fluorescent,Decorative Pendant,1800,27,73,N/A,3000,83,10000,1,Non-Dimmable,04/09/2010,01/11/2013,United States and Canada
2194044,Good Earth Lighting,G9733P-T5-WHES-I,Residential,Indoor,Fluorescent,Under Cabinet,1155,22.6,N/A,51.1,3500,84,10000,1,Non-Dimmable,01/30/2011,11/08/2013,United States and Canada
2168092,Sea Gull Lighting,31162BLE-05,Residential,Indoor,Fluorescent,Chandelier,8100,117,66,N/A,2700,83,10000,9,Non-Dimmable,01/01/2009,06/06/2012,United States and Canada
2168050,PORTFOLIO,G4313-WH-I,Residential,Indoor,Fluorescent,Other,900,13,71.7,N/A,3000,85,10000,1,Non-Dimmable,01/02/2012,04/05/2012,United States and Canada
2168051,Good Earth Lighting,G41311-ORB-I,Residential,Indoor,Fluorescent,Ceiling Mount,900,13,72,N/A,3000,85,10000,1,Non-Dimmable,11/07/2011,01/11/2013,United States and Canada
2175553,Kichler Lighting,42557 FL,Residential,Indoor,Fluorescent,Chandelier,900,13,70.8,N/A,2700,82,10000,5,Non-Dimmable,02/28/2013,03/18/2013,United States and Canada
2168144,Good Earth Lighting,G8013-BZ-I,Residential,Outdoor,Fluorescent,Security,800,12,69,N/A,N/A,N/A,10000,1,Non-Dimmable,07/17/2010,01/11/2013,United States and Canada
2168760,EcoLight,GLC9163-BAL-I,Residential,Indoor,LED,Under Cabinet,355,9,N/A,38,3000,84,36000,N/A,Continuous Dimming,11/25/2011,01/16/2013,United States and Canada
2170561,Utilitech,G9804-T8-BKSS,Residential,Indoor,Fluorescent,Other,9380,112,88,N/A,2700,80,10000,4,Non-Dimmable,05/07/2012,01/29/2013,United States and Canada
2168042,Good Earth Lighting,H3008-BN-LIN-I,Residential,Indoor,Fluorescent,Ceiling Mount,1500,22,68,N/A,3000,83,10000,1,Non-Dimmable,01/02/2012,01/11/2013,United States and Canada
2183472,L-TECH CORP,HAF8-22642E-HPF,Residential,Indoor,Fluorescent,Downlight Recessed,1453,52,N/A,43.3,4000,80,10000,2,Non-Dimmable,04/22/2015,06/06/2013,United States
